Número de GRU;Valor Cobrado (R$);Valor Pago (R$);Data Vencimento;Data Pagamento;Ano Débito;Trimestre;UF;Última Atualização Relatório
00000000010084116;450;499,5;30/06/2006;21/08/2006;2006;2;AC;02/04/2024 20:00
00000000010101804;360;399,6;30/06/2006;30/08/2006;2006;2;AC;02/04/2024 20:00
00000000010119607;450;549;30/06/2006;28/09/2006;2006;2;AC;02/04/2024 20:00
00000000010126140;180;219,6;30/06/2006;20/09/2006;2006;2;AC;02/04/2024 20:00
00000000010147776;180;221,4;30/06/2006;02/10/2006;2006;2;AC;02/04/2024 20:00
00000000010235697;225;281,2;30/06/2006;22/11/2006;2006;2;AC;02/04/2024 20:00
00000000010253895;450;562,5;30/06/2006;29/11/2006;2006;2;AC;02/04/2024 20:00
00000000010254954;225;281,2;30/06/2006;29/11/2006;2006;2;AC;02/04/2024 20:00
00000000010254976;180;225;30/06/2006;29/11/2006;2006;2;AC;02/04/2024 20:00
00000000010255047;225;281,2;30/06/2006;29/11/2006;2006;2;AC;02/04/2024 20:00
00000000010255203;50;62,5;30/06/2006;08/11/2006;2006;2;AC;02/04/2024 20:00
00000000010272080;450;567;30/06/2006;07/12/2006;2006;2;AC;02/04/2024 20:00
00000000010279976;50;63;30/06/2006;13/12/2006;2006;2;AC;02/04/2024 20:00
00000000010281269;180;226,8;30/06/2006;13/12/2006;2006;2;AC;02/04/2024 20:00
00000000010296555;180;226,8;30/06/2006;22/12/2006;2006;2;AC;02/04/2024 20:00
00000000010353453;225;870;30/06/2006;18/01/2007;2006;2;AC;02/04/2024 20:00
00000000010780207;225;285,8;30/06/2006;18/01/2007;2006;2;AC;02/04/2024 20:00
00000000010845690;225;288;30/06/2006;28/02/2007;2006;2;AC;02/04/2024 20:00
00000000010907350;180;23;30/06/2006;13/03/2007;2006;2;AC;02/04/2024 20:00
00000000010939480;50;65;30/06/2006;13/04/2007;2006;2;AC;02/04/2024 20:00
00000000010963057;225;292,5;30/06/2006;02/04/2007;2006;2;AC;02/04/2024 20:00
00000000011033775;225;294,8;30/06/2006;04/05/2007;2006;2;AC;02/04/2024 20:00
00000000011127775;50;65,5;30/06/2006;11/05/2007;2006;2;AC;02/04/2024 20:00
00000000011372570;225;29,6;30/06/2006;18/07/2007;2006;2;AC;02/04/2024 20:00
00000000011461127;180;241,2;30/06/2006;17/08/2007;2006;2;AC;02/04/2024 20:00
00000000011597490;225;306;30/06/2006;23/10/2007;2006;2;AC;02/04/2024 20:00
00000000011597573;225;306;30/06/2006;17/10/2007;2006;2;AC;02/04/2024 20:00
00000000011597685;225;306;30/06/2006;25/09/2007;2006;2;AC;02/04/2024 20:00
00000000011715433;360;493,2;30/06/2006;14/11/2007;2006;2;AC;02/04/2024 20:00
00000000012081483;225;317,2;30/06/2006;10/03/2008;2006;2;AC;02/04/2024 20:00
00000000012505612;180;252;30/06/2006;20/02/2008;2006;2;AC;02/04/2024 20:00
00000000012522148;180;252;30/06/2006;26/02/2008;2006;2;AC;02/04/2024 20:00
00000000013203044;225;326,2;30/06/2006;18/07/2008;2006;2;AC;02/04/2024 20:00
00000000014830143;900;1.368;30/06/2006;12/02/2009;2006;2;AC;02/04/2024 20:00
00000000016312393;50;81;30/06/2006;01/12/2009;2006;2;AC;02/04/2024 20:00
00000000016579429;50;82;30/06/2006;10/02/2010;2006;2;AC;02/04/2024 20:00
00000000017749444;225;370,4;30/06/2006;12/08/2010;2006;2;AC;02/04/2024 20:00
00000000017995736;225;422,7;30/06/2006;09/12/2010;2006;2;AC;02/04/2024 20:00
00000000021520266;225;489,4;30/06/2006;28/11/2013;2006;2;AC;02/04/2024 20:00
00000000021724123;225;493,2;30/06/2006;31/01/2014;2006;2;AC;02/04/2024 20:00
00000000021724167;225;493,2;30/06/2006;31/01/2014;2006;2;AC;02/04/2024 20:00
00000000024959449;450;593,3;30/06/2006;29/03/2016;2006;2;AC;02/04/2024 20:00
00000000010006930;50;50;29/09/2006;25/09/2006;2006;3;AC;02/04/2024 20:00
00000000010056785;50;50;29/09/2006;15/08/2006;2006;3;AC;02/04/2024 20:00
00000000010119608;450;450;29/09/2006;28/09/2006;2006;3;AC;02/04/2024 20:00
00000000010126142;180;180;29/09/2006;20/09/2006;2006;3;AC;02/04/2024 20:00
00000000010156548;180;180;29/09/2006;02/10/2006;2006;3;AC;02/04/2024 20:00
00000000010215037;180;219,6;29/09/2006;13/10/2006;2006;3;AC;02/04/2024 20:00
00000000010216408;180;219,6;29/09/2006;16/10/2006;2006;3;AC;02/04/2024 20:00
00000000010216431;180;219,6;29/09/2006;16/10/2006;2006;3;AC;02/04/2024 20:00
00000000010235695;225;274,5;29/09/2006;22/11/2006;2006;3;AC;02/04/2024 20:00
00000000010253894;450;549;29/09/2006;29/11/2006;2006;3;AC;02/04/2024 20:00
00000000010254953;225;274,5;29/09/2006;29/11/2006;2006;3;AC;02/04/2024 20:00
00000000010254975;180;219,6;29/09/2006;29/11/2006;2006;3;AC;02/04/2024 20:00
00000000010255048;225;274,5;29/09/2006;29/11/2006;2006;3;AC;02/04/2024 20:00
00000000010255049;225;274,5;29/09/2006;29/11/2006;2006;3;AC;02/04/2024 20:00
00000000010255202;50;61;29/09/2006;08/11/2006;2006;3;AC;02/04/2024 20:00
00000000010266198;180;21,8;29/09/2006;07/11/2006;2006;3;AC;02/04/2024 20:00
00000000010272079;450;553,5;29/09/2006;07/12/2006;2006;3;AC;02/04/2024 20:00
00000000010277788;50;61;29/09/2006;10/11/2006;2006;3;AC;02/04/2024 20:00
00000000010279973;50;61,5;29/09/2006;13/12/2006;2006;3;AC;02/04/2024 20:00
00000000010280031;225;276,8;29/09/2006;23/11/2006;2006;3;AC;02/04/2024 20:00
00000000010281268;180;221,4;29/09/2006;13/12/2006;2006;3;AC;02/04/2024 20:00
00000000010296540;180;221,4;29/09/2006;22/11/2006;2006;3;AC;02/04/2024 20:00
00000000010296556;180;221,4;29/09/2006;22/12/2006;2006;3;AC;02/04/2024 20:00
00000000010315124;450;553,5;29/09/2006;30/11/2006;2006;3;AC;02/04/2024 20:00
00000000010322831;180;221,4;29/09/2006;05/12/2006;2006;3;AC;02/04/2024 20:00
00000000010322841;180;221,4;29/09/2006;04/12/2006;2006;3;AC;02/04/2024 20:00
00000000010377908;225;279;29/09/2006;09/01/2007;2006;3;AC;02/04/2024 20:00
00000000010780208;225;281,2;29/09/2006;30/01/2007;2006;3;AC;02/04/2024 20:00
00000000010812008;180;22,3;29/09/2006;31/01/2007;2006;3;AC;02/04/2024 20:00
00000000010845691;225;281,2;29/09/2006;28/02/2007;2006;3;AC;02/04/2024 20:00
00000000010939481;50;63,5;29/09/2006;13/04/2007;2006;3;AC;02/04/2024 20:00
00000000010963099;225;285,8;29/09/2006;02/04/2007;2006;3;AC;02/04/2024 20:00
00000000011030754;360;910,8;29/09/2006;17/04/2007;2006;3;AC;02/04/2024 20:00
00000000011033776;225;288;29/09/2006;04/05/2007;2006;3;AC;02/04/2024 20:00
00000000011035499;450;576;29/09/2006;05/04/2007;2006;3;AC;02/04/2024 20:00
00000000011127778;50;64;29/09/2006;11/05/2007;2006;3;AC;02/04/2024 20:00
00000000011461186;180;235,8;29/09/2006;17/08/2007;2006;3;AC;02/04/2024 20:00
00000000011562565;450;594;29/09/2006;27/09/2007;2006;3;AC;02/04/2024 20:00
00000000011563432;225;297;29/09/2006;26/09/2007;2006;3;AC;02/04/2024 20:00
00000000011597491;225;299,2;29/09/2006;23/10/2007;2006;3;AC;02/04/2024 20:00
00000000011597574;225;299,2;29/09/2006;17/10/2007;2006;3;AC;02/04/2024 20:00
00000000011597686;225;299,2;29/09/2006;25/09/2007;2006;3;AC;02/04/2024 20:00
00000000011715434;360;482,4;29/09/2006;14/11/2007;2006;3;AC;02/04/2024 20:00
00000000012019449;225;20;29/09/2006;27/09/2010;2006;3;AC;02/04/2024 20:00
00000000012081487;225;310,5;29/09/2006;10/03/2008;2006;3;AC;02/04/2024 20:00
00000000012082169;360;60;29/09/2006;14/07/2008;2006;3;AC;02/04/2024 20:00
00000000012505614;180;246,6;29/09/2006;20/02/2008;2006;3;AC;02/04/2024 20:00
00000000012854742;225;315;29/09/2006;12/05/2008;2006;3;AC;02/04/2024 20:00
00000000013203054;225;319,5;29/09/2006;18/07/2008;2006;3;AC;02/04/2024 20:00
00000000014830154;900;1.341;29/09/2006;12/02/2009;2006;3;AC;02/04/2024 20:00
00000000016312412;50;79,5;29/09/2006;01/12/2009;2006;3;AC;02/04/2024 20:00
00000000016579452;50;80,5;29/09/2006;10/02/2010;2006;3;AC;02/04/2024 20:00
00000000017995738;225;414;29/09/2006;09/12/2010;2006;3;AC;02/04/2024 20:00
00000000018596244;450;237,7;29/09/2006;25/07/2011;2006;3;AC;02/04/2024 20:00
00000000019124029;450;244,2;29/09/2006;25/01/2012;2006;3;AC;02/04/2024 20:00
00000000019230316;450;246,6;29/09/2006;27/02/2012;2006;3;AC;02/04/2024 20:00
00000000019371580;450;247,5;29/09/2006;30/03/2012;2006;3;AC;02/04/2024 20:00
00000000021520270;225;480,6;29/09/2006;28/11/2013;2006;3;AC;02/04/2024 20:00
00000000010254952;225;225;29/12/2006;29/11/2006;2006;4;AC;02/04/2024 20:00
00000000010254994;180;180;29/12/2006;07/12/2006;2006;4;AC;02/04/2024 20:00
00000000010255045;225;225;29/12/2006;29/11/2006;2006;4;AC;02/04/2024 20:00
00000000010255205;50;50;29/12/2006;08/11/2006;2006;4;AC;02/04/2024 20:00
00000000010279974;50;50;29/12/2006;13/12/2006;2006;4;AC;02/04/2024 20:00
00000000010280032;225;225;29/12/2006;23/11/2006;2006;4;AC;02/04/2024 20:00
00000000010281270;180;180;29/12/2006;13/12/2006;2006;4;AC;02/04/2024 20:00
00000000010300529;50;50;29/12/2006;26/12/2006;2006;4;AC;02/04/2024 20:00
00000000010300545;180;180;29/12/2006;22/12/2006;2006;4;AC;02/04/2024 20:00
00000000010300570;180;180;29/12/2006;27/12/2006;2006;4;AC;02/04/2024 20:00
00000000010374820;2.250;2.250;29/12/2006;02/01/2007;2006;4;AC;02/04/2024 20:00
00000000010375852;360;360;29/12/2006;02/01/2007;2006;4;AC;02/04/2024 20:00
00000000010377909;225;249,8;29/12/2006;09/01/2007;2006;4;AC;02/04/2024 20:00
00000000010725293;900;909;29/12/2006;08/01/2007;2006;4;AC;02/04/2024 20:00
00000000010754958;180;181,8;29/12/2006;08/01/2007;2006;4;AC;02/04/2024 20:00
00000000010766410;180;199,8;29/12/2006;11/01/2007;2006;4;AC;02/04/2024 20:00
00000000010780209;225;274,5;29/12/2006;18/01/2007;2006;4;AC;02/04/2024 20:00
00000000010785063;180;199,8;29/12/2006;19/01/2007;2006;4;AC;02/04/2024 20:00
00000000010806436;450;549;29/12/2006;26/01/2007;2006;4;AC;02/04/2024 20:00
00000000010814774;450;549;29/12/2006;31/01/2007;2006;4;AC;02/04/2024 20:00
00000000010817424;180;219,6;29/12/2006;01/02/2007;2006;4;AC;02/04/2024 20:00
00000000010845692;225;274,5;29/12/2006;28/02/2007;2006;4;AC;02/04/2024 20:00
00000000010939482;50;62;29/12/2006;13/04/2007;2006;4;AC;02/04/2024 20:00
00000000010963117;225;279;29/12/2006;02/04/2007;2006;4;AC;02/04/2024 20:00
00000000011033109;450;558;29/12/2006;05/04/2007;2006;4;AC;02/04/2024 20:00
00000000011033777;225;281,2;29/12/2006;04/05/2007;2006;4;AC;02/04/2024 20:00
00000000011035500;450;562,5;29/12/2006;05/04/2007;2006;4;AC;02/04/2024 20:00
00000000011127781;50;62,5;29/12/2006;11/05/2007;2006;4;AC;02/04/2024 20:00
00000000011180865;180;226,8;29/12/2006;04/06/2007;2006;4;AC;02/04/2024 20:00
00000000011224277;180;226,8;29/12/2006;20/06/2007;2006;4;AC;02/04/2024 20:00
00000000011461122;180;230,4;29/12/2006;17/08/2007;2006;4;AC;02/04/2024 20:00
00000000011557661;225;290,2;29/12/2006;14/09/2007;2006;4;AC;02/04/2024 20:00
00000000011562542;450;580,5;29/12/2006;27/09/2007;2006;4;AC;02/04/2024 20:00
00000000011563443;225;290,2;29/12/2006;26/09/2007;2006;4;AC;02/04/2024 20:00
00000000011597492;225;292,5;29/12/2006;23/10/2007;2006;4;AC;02/04/2024 20:00
00000000011597575;225;292,5;29/12/2006;17/10/2007;2006;4;AC;02/04/2024 20:00
00000000011597687;225;292,5;29/12/2006;25/09/2007;2006;4;AC;02/04/2024 20:00
00000000011715435;360;471,6;29/12/2006;14/11/2007;2006;4;AC;02/04/2024 20:00
00000000012081489;225;303,8;29/12/2006;10/03/2008;2006;4;AC;02/04/2024 20:00
00000000012505618;180;241,2;29/12/2006;20/02/2008;2006;4;AC;02/04/2024 20:00
00000000012854745;225;308,2;29/12/2006;12/05/2008;2006;4;AC;02/04/2024 20:00
00000000013133752;180;250,2;29/12/2006;03/07/2008;2006;4;AC;02/04/2024 20:00
00000000013203060;225;312,8;29/12/2006;18/07/2008;2006;4;AC;02/04/2024 20:00
00000000014830164;900;1.314;29/12/2006;12/02/2009;2006;4;AC;02/04/2024 20:00
00000000016312417;50;78;29/12/2006;01/12/2009;2006;4;AC;02/04/2024 20:00
00000000016579459;50;79;29/12/2006;10/02/2010;2006;4;AC;02/04/2024 20:00
00000000017995739;225;402,1;29/12/2006;09/12/2010;2006;4;AC;02/04/2024 20:00
00000000018628741;450;232,3;29/12/2006;09/08/2011;2006;4;AC;02/04/2024 20:00
00000000019124039;450;237,5;29/12/2006;25/01/2012;2006;4;AC;02/04/2024 20:00
00000000019211449;50;91,3;29/12/2006;23/02/2012;2006;4;AC;02/04/2024 20:00
00000000019230431;450;239,8;29/12/2006;27/02/2012;2006;4;AC;02/04/2024 20:00
00000000019371649;450;240,8;29/12/2006;30/03/2012;2006;4;AC;02/04/2024 20:00
00000000019662597;225;441,5;29/12/2006;13/06/2012;2006;4;AC;02/04/2024 20:00
00000000019692622;225;441,5;29/12/2006;20/06/2012;2006;4;AC;02/04/2024 20:00
00000000019914285;225;444,8;29/12/2006;30/08/2012;2006;4;AC;02/04/2024 20:00
00000000019914312;225;444,8;29/12/2006;30/08/2012;2006;4;AC;02/04/2024 20:00
00000000019927358;225;446,5;29/12/2006;04/09/2012;2006;4;AC;02/04/2024 20:00
00000000021520277;225;468;29/12/2006;28/11/2013;2006;4;AC;02/04/2024 20:00
00000000025766754;112,5;279,3;29/12/2006;26/12/2016;2006;4;AC;02/04/2024 20:00
00000000010880084;180;180;30/03/2007;05/03/2007;2007;1;AC;02/04/2024 20:00
00000000010907362;180;180;30/03/2007;30/03/2007;2007;1;AC;02/04/2024 20:00
00000000010944278;225;225;30/03/2007;26/03/2007;2007;1;AC;02/04/2024 20:00
00000000010957385;360;360;30/03/2007;30/03/2007;2007;1;AC;02/04/2024 20:00
00000000010957637;360;360;30/03/2007;30/03/2007;2007;1;AC;02/04/2024 20:00
00000000010959078;360;360;30/03/2007;30/03/2007;2007;1;AC;02/04/2024 20:00
00000000010970919;180;180;30/03/2007;30/03/2007;2007;1;AC;02/04/2024 20:00
00000000010978276;180;180;30/03/2007;02/04/2007;2007;1;AC;02/04/2024 20:00
00000000011029694;225;225;30/03/2007;05/04/2007;2007;1;AC;02/04/2024 20:00
00000000011033172;450;499,5;30/03/2007;13/04/2007;2007;1;AC;02/04/2024 20:00
00000000011033327;225;249,8;30/03/2007;05/04/2007;2007;1;AC;02/04/2024 20:00
00000000011035503;450;499,5;30/03/2007;13/04/2007;2007;1;AC;02/04/2024 20:00
00000000011055262;180;199,8;30/03/2007;12/04/2007;2007;1;AC;02/04/2024 20:00
00000000011056747;180;199,8;30/03/2007;13/04/2007;2007;1;AC;02/04/2024 20:00
00000000011057042;225;249,8;30/03/2007;24/04/2007;2007;1;AC;02/04/2024 20:00
00000000011065471;225;249,8;30/03/2007;18/04/2007;2007;1;AC;02/04/2024 20:00
00000000011081507;225;249,8;30/03/2007;30/04/2007;2007;1;AC;02/04/2024 20:00
00000000011081508;225;249,8;30/03/2007;30/04/2007;2007;1;AC;02/04/2024 20:00
00000000011081513;225;249,8;30/03/2007;30/04/2007;2007;1;AC;02/04/2024 20:00
00000000011081531;900;999;30/03/2007;27/04/2007;2007;1;AC;02/04/2024 20:00
00000000011089366;180;199,8;30/03/2007;27/04/2007;2007;1;AC;02/04/2024 20:00
00000000011094565;450;549;30/03/2007;02/05/2007;2007;1;AC;02/04/2024 20:00
00000000011094568;50;61;30/03/2007;02/05/2007;2007;1;AC;02/04/2024 20:00
00000000011098120;50;61;30/03/2007;02/05/2007;2007;1;AC;02/04/2024 20:00
00000000011105988;180;219,6;30/03/2007;04/05/2007;2007;1;AC;02/04/2024 20:00
00000000011106713;225;274,5;30/03/2007;07/05/2007;2007;1;AC;02/04/2024 20:00
00000000011127786;50;61;30/03/2007;11/05/2007;2007;1;AC;02/04/2024 20:00
00000000011152660;450;549;30/03/2007;25/05/2007;2007;1;AC;02/04/2024 20:00
00000000011187025;225;279;30/03/2007;05/07/2007;2007;1;AC;02/04/2024 20:00
00000000011190181;180;221,4;30/03/2007;06/06/2007;2007;1;AC;02/04/2024 20:00
00000000011195817;225;276,8;30/03/2007;18/06/2007;2007;1;AC;02/04/2024 20:00
00000000011198779;225;279;30/03/2007;04/07/2007;2007;1;AC;02/04/2024 20:00
00000000011207868;225;276,8;30/03/2007;18/06/2007;2007;1;AC;02/04/2024 20:00
00000000011221684;225;279;30/03/2007;18/07/2007;2007;1;AC;02/04/2024 20:00
00000000011221685;360;446,4;30/03/2007;19/07/2007;2007;1;AC;02/04/2024 20:00
00000000011221687;225;279;30/03/2007;19/07/2007;2007;1;AC;02/04/2024 20:00
00000000011221916;360;446,4;30/03/2007;18/07/2007;2007;1;AC;02/04/2024 20:00
00000000011221917;360;446,4;30/03/2007;19/07/2007;2007;1;AC;02/04/2024 20:00
00000000011224414;180;221,4;30/03/2007;25/06/2007;2007;1;AC;02/04/2024 20:00
00000000011224744;180;223,2;30/03/2007;20/07/2007;2007;1;AC;02/04/2024 20:00
00000000011224745;225;279;30/03/2007;17/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228554;450;558;30/03/2007;20/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228556;225;279;30/03/2007;23/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228558;360;446,4;30/03/2007;23/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228559;360;446,4;30/03/2007;23/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228560;360;446,4;30/03/2007;23/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228561;360;446,4;30/03/2007;23/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228562;360;446,4;30/03/2007;23/07/2007;2007;1;AC;02/04/2024 20:00
00000000011228563;360;446,4;30/03/2007;23/07/2007;2007;1;AC;02/04/2024 20:00
00000000011239812;50;61,5;30/03/2007;25/06/2007;2007;1;AC;02/04/2024 20:00
00000000011250798;180;223,2;30/03/2007;18/07/2007;2007;1;AC;02/04/2024 20:00
00000000011250802;225;279;30/03/2007;26/07/2007;2007;1;AC;02/04/2024 20:00
00000000011251728;180;223,2;30/03/2007;25/07/2007;2007;1;AC;02/04/2024 20:00
00000000011251729;180;223,2;30/03/2007;27/07/2007;2007;1;AC;02/04/2024 20:00
00000000011251735;450;558;30/03/2007;05/07/2007;2007;1;AC;02/04/2024 20:00
00000000011268408;50;62;30/03/2007;10/07/2007;2007;1;AC;02/04/2024 20:00
00000000011268409;225;279;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011268411;180;223,2;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011268414;225;279;30/03/2007;26/07/2007;2007;1;AC;02/04/2024 20:00
00000000011271229;360;446,4;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011271231;180;223,2;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011271234;50;62;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011271235;50;62;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011285834;225;279;30/03/2007;05/07/2007;2007;1;AC;02/04/2024 20:00
00000000011285835;225;279;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011285838;180;223,2;30/03/2007;24/07/2007;2007;1;AC;02/04/2024 20:00
00000000011324962;50;62,5;30/03/2007;02/08/2007;2007;1;AC;02/04/2024 20:00
00000000011324964;50;62,5;30/03/2007;02/08/2007;2007;1;AC;02/04/2024 20:00
00000000011324968;450;562,5;30/03/2007;01/08/2007;2007;1;AC;02/04/2024 20:00
00000000011325297;225;281,2;30/03/2007;03/08/2007;2007;1;AC;02/04/2024 20:00
00000000011329926;180;225;30/03/2007;31/07/2007;2007;1;AC;02/04/2024 20:00
00000000011331436;225;281,2;30/03/2007;06/08/2007;2007;1;AC;02/04/2024 20:00
00000000011331796;50;62,5;30/03/2007;19/07/2007;2007;1;AC;02/04/2024 20:00
00000000011331798;225;281,2;30/03/2007;06/08/2007;2007;1;AC;02/04/2024 20:00
00000000011331800;225;281,2;30/03/2007;24/07/2007;2007;1;AC;02/04/2024 20:00
00000000011331802;180;225;30/03/2007;25/07/2007;2007;1;AC;02/04/2024 20:00
00000000011361525;180;225;30/03/2007;13/08/2007;2007;1;AC;02/04/2024 20:00
00000000011361527;180;225;30/03/2007;13/08/2007;2007;1;AC;02/04/2024 20:00
00000000011361531;225;281,2;30/03/2007;13/08/2007;2007;1;AC;02/04/2024 20:00
00000000011362696;225;281,2;30/03/2007;13/08/2007;2007;1;AC;02/04/2024 20:00
00000000011365460;180;225;30/03/2007;10/08/2007;2007;1;AC;02/04/2024 20:00
00000000011376880;180;223,2;30/03/2007;18/07/2007;2007;1;AC;02/04/2024 20:00
00000000011403098;225;279;30/03/2007;30/07/2007;2007;1;AC;02/04/2024 20:00
00000000011445461;360;450;30/03/2007;31/08/2007;2007;1;AC;02/04/2024 20:00
00000000011560203;225;283,5;30/03/2007;27/09/2007;2007;1;AC;02/04/2024 20:00
00000000011563422;225;283,5;30/03/2007;26/09/2007;2007;1;AC;02/04/2024 20:00
00000000011563856;450;567;30/03/2007;14/09/2007;2007;1;AC;02/04/2024 20:00
00000000011597576;225;285,8;30/03/2007;17/10/2007;2007;1;AC;02/04/2024 20:00
00000000011597682;225;285,8;30/03/2007;25/09/2007;2007;1;AC;02/04/2024 20:00
00000000011715436;360;460,8;30/03/2007;14/11/2007;2007;1;AC;02/04/2024 20:00
00000000011809304;360;290,2;30/03/2007;14/12/2007;2007;1;AC;02/04/2024 20:00
00000000011809668;180;232,2;30/03/2007;14/12/2007;2007;1;AC;02/04/2024 20:00
00000000011811652;225;290,2;30/03/2007;14/12/2007;2007;1;AC;02/04/2024 20:00
00000000011811653;225;290,2;30/03/2007;14/12/2007;2007;1;AC;02/04/2024 20:00
00000000011827226;360;464,4;30/03/2007;26/12/2007;2007;1;AC;02/04/2024 20:00
00000000011831317;180;232,2;30/03/2007;26/12/2007;2007;1;AC;02/04/2024 20:00
00000000012019456;225;60;30/03/2007;22/09/2010;2007;1;AC;02/04/2024 20:00
00000000012037461;450;585;30/03/2007;21/01/2008;2007;1;AC;02/04/2024 20:00
00000000012505621;180;235,8;30/03/2007;20/02/2008;2007;1;AC;02/04/2024 20:00
00000000013133757;180;244,8;30/03/2007;03/07/2008;2007;1;AC;02/04/2024 20:00
00000000013203065;225;306;30/03/2007;18/07/2008;2007;1;AC;02/04/2024 20:00
00000000014830204;900;1.287;30/03/2007;12/02/2009;2007;1;AC;02/04/2024 20:00
00000000015448256;180;264,6;30/03/2007;03/06/2009;2007;1;AC;02/04/2024 20:00
00000000016312419;50;76,5;30/03/2007;01/12/2009;2007;1;AC;02/04/2024 20:00
00000000016579481;50;77,5;30/03/2007;10/02/2010;2007;1;AC;02/04/2024 20:00
00000000017995742;225;389,5;30/03/2007;09/12/2010;2007;1;AC;02/04/2024 20:00
00000000018628747;450;225,2;30/03/2007;09/08/2011;2007;1;AC;02/04/2024 20:00
00000000018668531;225;488,8;30/03/2007;24/08/2011;2007;1;AC;02/04/2024 20:00
00000000019124048;450;230,3;30/03/2007;25/01/2012;2007;1;AC;02/04/2024 20:00
00000000019211454;50;89,1;30/03/2007;23/02/2012;2007;1;AC;02/04/2024 20:00
00000000019230360;450;232,6;30/03/2007;27/02/2012;2007;1;AC;02/04/2024 20:00
00000000019371678;450;233,6;30/03/2007;30/03/2012;2007;1;AC;02/04/2024 20:00
00000000019596512;450;938,4;30/03/2007;22/05/2012;2007;1;AC;02/04/2024 20:00
00000000019604318;450;205,7;30/03/2007;25/05/2012;2007;1;AC;02/04/2024 20:00
00000000019727863;450;206,4;30/03/2007;02/07/2012;2007;1;AC;02/04/2024 20:00
00000000019820084;450;207,1;30/03/2007;27/07/2012;2007;1;AC;02/04/2024 20:00
00000000019914286;225;431,6;30/03/2007;30/08/2012;2007;1;AC;02/04/2024 20:00
00000000019914318;225;431,6;30/03/2007;30/08/2012;2007;1;AC;02/04/2024 20:00
00000000019927413;225;433,2;30/03/2007;04/09/2012;2007;1;AC;02/04/2024 20:00
00000000019931162;450;207,7;30/03/2007;30/08/2012;2007;1;AC;02/04/2024 20:00
00000000019983001;180;346,6;30/03/2007;17/09/2012;2007;1;AC;02/04/2024 20:00
00000000020063280;450;209,1;30/03/2007;30/10/2012;2007;1;AC;02/04/2024 20:00
00000000020075325;225;434,6;30/03/2007;11/10/2012;2007;1;AC;02/04/2024 20:00
00000000021515705;180;218,8;30/03/2007;27/11/2013;2007;1;AC;02/04/2024 20:00
00000000021515714;180;218,8;30/03/2007;27/11/2013;2007;1;AC;02/04/2024 20:00
00000000021565075;450;666,4;30/03/2007;05/12/2013;2007;1;AC;02/04/2024 20:00
00000000022484977;450;944,7;30/03/2007;29/08/2014;2007;1;AC;02/04/2024 20:00
