Número de GRU;Valor Cobrado (R$);Valor Pago (R$);Data Vencimento;Data Pagamento;Ano Débito;Trimestre;UF;Última Atualização Relatório
00000000023251374;450;580,7;31/03/2014;02/03/2015;2014;1;AC;02/04/2024 20:00
00000000023366374;50;65;31/03/2014;20/03/2015;2014;1;AC;02/04/2024 20:00
00000000023377263;180;234;31/03/2014;23/03/2015;2014;1;AC;02/04/2024 20:00
00000000023386981;225;292,5;31/03/2014;30/03/2015;2014;1;AC;02/04/2024 20:00
00000000023433843;180;234;31/03/2014;30/03/2015;2014;1;AC;02/04/2024 20:00
00000000023492631;225;294,4;31/03/2014;09/04/2015;2014;1;AC;02/04/2024 20:00
00000000023507790;225;294,4;31/03/2014;30/04/2015;2014;1;AC;02/04/2024 20:00
00000000023533825;225;294,4;31/03/2014;20/04/2015;2014;1;AC;02/04/2024 20:00
00000000023541262;180;235,5;31/03/2014;23/04/2015;2014;1;AC;02/04/2024 20:00
00000000023656900;450;597,7;31/03/2014;16/06/2015;2014;1;AC;02/04/2024 20:00
00000000023732042;450;597,7;31/03/2014;19/06/2015;2014;1;AC;02/04/2024 20:00
00000000023740428;180;239,1;31/03/2014;22/06/2015;2014;1;AC;02/04/2024 20:00
00000000023780662;180;240,9;31/03/2014;30/07/2015;2014;1;AC;02/04/2024 20:00
00000000023869810;50;66,9;31/03/2014;29/07/2015;2014;1;AC;02/04/2024 20:00
00000000023872113;225;301,1;31/03/2014;31/07/2015;2014;1;AC;02/04/2024 20:00
00000000023929596;50;67,4;31/03/2014;31/08/2015;2014;1;AC;02/04/2024 20:00
00000000023929606;50;67,4;31/03/2014;12/08/2015;2014;1;AC;02/04/2024 20:00
00000000023956505;225;303,5;31/03/2014;31/08/2015;2014;1;AC;02/04/2024 20:00
00000000024101932;50;68;31/03/2014;24/09/2015;2014;1;AC;02/04/2024 20:00
00000000024102266;225;306,1;31/03/2014;30/09/2015;2014;1;AC;02/04/2024 20:00
00000000024229539;225;309,1;31/03/2014;30/10/2015;2014;1;AC;02/04/2024 20:00
00000000024232105;225;309,1;31/03/2014;30/10/2015;2014;1;AC;02/04/2024 20:00
00000000024342105;2.250;3.141;31/03/2014;24/11/2015;2014;1;AC;02/04/2024 20:00
00000000024622212;50;70,4;31/03/2014;28/01/2016;2014;1;AC;02/04/2024 20:00
00000000024710595;50;70,9;31/03/2014;12/02/2016;2014;1;AC;02/04/2024 20:00
00000000024852186;50;473,9;31/03/2014;07/04/2016;2014;1;AC;02/04/2024 20:00
00000000025103525;50;72;31/03/2014;19/04/2016;2014;1;AC;02/04/2024 20:00
00000000025506663;180;166,9;31/03/2014;19/08/2016;2014;1;AC;02/04/2024 20:00
00000000025518900;180;267,1;31/03/2014;25/08/2016;2014;1;AC;02/04/2024 20:00
00000000025767892;450;682,9;31/03/2014;09/11/2016;2014;1;AC;02/04/2024 20:00
00000000026627725;50;1.149,5;31/03/2014;30/06/2017;2014;1;AC;02/04/2024 20:00
30216400000997519;180;296,5;31/03/2014;01/03/2018;2014;1;AC;02/04/2024 20:00
30216400004130512;180;317,6;31/03/2014;30/03/2020;2014;1;AC;02/04/2024 20:00
30754040000125916;360;822,3;31/03/2014;21/09/2022;2014;1;AC;02/04/2024 20:00
00000000021661460;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021674934;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021695836;50;50;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021700019;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021706062;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021720017;50;50;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021733904;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021734136;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021774082;50;50;30/06/2014;31/01/2014;2014;2;AC;02/04/2024 20:00
00000000021776194;225;225;30/06/2014;30/06/2014;2014;2;AC;02/04/2024 20:00
00000000021776238;225;225;30/06/2014;30/06/2014;2014;2;AC;02/04/2024 20:00
00000000021776317;225;225;30/06/2014;30/06/2014;2014;2;AC;02/04/2024 20:00
00000000021794260;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021807023;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021814643;225;225;30/06/2014;07/04/2014;2014;2;AC;02/04/2024 20:00
00000000021814761;180;180;30/06/2014;01/07/2014;2014;2;AC;02/04/2024 20:00
00000000021822221;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021826548;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021826552;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021838603;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021843824;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021857361;360;360;30/06/2014;27/06/2014;2014;2;AC;02/04/2024 20:00
00000000021858787;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021861797;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021885803;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021906570;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021916600;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021916681;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021918322;225;225;30/06/2014;12/03/2014;2014;2;AC;02/04/2024 20:00
00000000021918330;225;225;30/06/2014;12/03/2014;2014;2;AC;02/04/2024 20:00
00000000021920119;180;180;30/06/2014;07/04/2014;2014;2;AC;02/04/2024 20:00
00000000021920197;180;180;30/06/2014;03/07/2014;2014;2;AC;02/04/2024 20:00
00000000021920396;180;180;30/06/2014;07/04/2014;2014;2;AC;02/04/2024 20:00
00000000021922613;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021939769;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021939791;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021939797;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021939815;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021939829;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021939844;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021940057;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021955916;50;50;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021966678;180;180;30/06/2014;26/03/2014;2014;2;AC;02/04/2024 20:00
00000000021979441;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021979595;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021982288;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000021982619;180;180;30/06/2014;26/03/2014;2014;2;AC;02/04/2024 20:00
00000000021982691;225;225;30/06/2014;04/07/2014;2014;2;AC;02/04/2024 20:00
00000000022001358;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022008218;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022011508;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022020324;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022029743;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022030678;225;225;30/06/2014;15/04/2014;2014;2;AC;02/04/2024 20:00
00000000022046272;2.250;2.250;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022078840;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022083585;50;50;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022098453;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022099819;225;225;30/06/2014;25/04/2014;2014;2;AC;02/04/2024 20:00
00000000022104062;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022107550;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022113874;50;50;30/06/2014;15/05/2014;2014;2;AC;02/04/2024 20:00
00000000022116349;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022118701;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022134420;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022152285;50;50;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022159098;180;180;30/06/2014;06/06/2014;2014;2;AC;02/04/2024 20:00
00000000022163336;360;360;30/06/2014;09/05/2014;2014;2;AC;02/04/2024 20:00
00000000022163906;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022165563;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022174620;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022174639;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022174653;450;450;30/06/2014;24/06/2014;2014;2;AC;02/04/2024 20:00
00000000022174668;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022175372;900;900;30/06/2014;04/07/2014;2014;2;AC;02/04/2024 20:00
00000000022181123;450;450;30/06/2014;30/06/2014;2014;2;AC;02/04/2024 20:00
00000000022189277;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022189828;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022192861;50;50;30/06/2014;20/05/2014;2014;2;AC;02/04/2024 20:00
00000000022194181;360;360;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022198382;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022198390;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022198407;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022199834;2.250;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022202215;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022216230;900;900;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022218698;50;50;30/06/2014;30/05/2014;2014;2;AC;02/04/2024 20:00
00000000022230877;180;180;30/06/2014;29/05/2014;2014;2;AC;02/04/2024 20:00
00000000022231519;225;50;30/06/2014;29/05/2014;2014;2;AC;02/04/2024 20:00
00000000022237842;225;50;30/06/2014;30/05/2014;2014;2;AC;02/04/2024 20:00
00000000022240018;2.250;2.250;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022240062;2.250;2.250;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022240375;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022245992;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022246600;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022248507;225;225;30/06/2014;06/06/2014;2014;2;AC;02/04/2024 20:00
00000000022272486;225;225;30/06/2014;16/06/2014;2014;2;AC;02/04/2024 20:00
00000000022272492;225;225;30/06/2014;20/06/2014;2014;2;AC;02/04/2024 20:00
00000000022272500;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022272510;225;225;30/06/2014;11/06/2014;2014;2;AC;02/04/2024 20:00
00000000022272860;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022273665;2.250;2.250;30/06/2014;27/06/2014;2014;2;AC;02/04/2024 20:00
00000000022286846;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022286959;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022288812;450;450;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022295982;225;225;30/06/2014;16/06/2014;2014;2;AC;02/04/2024 20:00
00000000022301328;450;450;30/06/2014;16/07/2014;2014;2;AC;02/04/2024 20:00
00000000022306898;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022307564;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022310993;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022311009;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022311026;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022312217;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022319598;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022322869;225;225;30/06/2014;01/07/2014;2014;2;AC;02/04/2024 20:00
00000000022324718;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022326056;225;225;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022331510;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022335138;180;180;30/06/2014;30/06/2014;2014;2;AC;02/04/2024 20:00
00000000022350726;225;225;30/06/2014;01/07/2014;2014;2;AC;02/04/2024 20:00
00000000022366457;180;180;30/06/2014;07/07/2014;2014;2;AC;02/04/2024 20:00
00000000022373122;450;453;30/06/2014;09/07/2014;2014;2;AC;02/04/2024 20:00
00000000022373924;225;225,7;30/06/2014;08/07/2014;2014;2;AC;02/04/2024 20:00
00000000022377717;180;181,2;30/06/2014;09/07/2014;2014;2;AC;02/04/2024 20:00
00000000022378068;360;362,4;30/06/2014;09/07/2014;2014;2;AC;02/04/2024 20:00
00000000022378279;360;362,4;30/06/2014;09/07/2014;2014;2;AC;02/04/2024 20:00
00000000022388147;450;455,9;30/06/2014;11/07/2014;2014;2;AC;02/04/2024 20:00
00000000022394835;450;460,4;30/06/2014;14/07/2014;2014;2;AC;02/04/2024 20:00
00000000022396379;450;461,9;30/06/2014;15/07/2014;2014;2;AC;02/04/2024 20:00
00000000022406832;450;464,9;30/06/2014;17/07/2014;2014;2;AC;02/04/2024 20:00
00000000022418854;180;188,9;30/06/2014;22/07/2014;2014;2;AC;02/04/2024 20:00
00000000022419367;180;188,9;30/06/2014;22/07/2014;2014;2;AC;02/04/2024 20:00
00000000022424127;225;242,8;30/06/2014;31/07/2014;2014;2;AC;02/04/2024 20:00
00000000022462906;360;400,4;30/06/2014;07/08/2014;2014;2;AC;02/04/2024 20:00
00000000022462928;360;400,4;30/06/2014;07/08/2014;2014;2;AC;02/04/2024 20:00
00000000022468121;50;55,3;30/06/2014;05/08/2014;2014;2;AC;02/04/2024 20:00
00000000022473308;225;249,5;30/06/2014;06/08/2014;2014;2;AC;02/04/2024 20:00
00000000022480369;50;55,6;30/06/2014;07/08/2014;2014;2;AC;02/04/2024 20:00
00000000022484797;180;200,8;30/06/2014;08/08/2014;2014;2;AC;02/04/2024 20:00
00000000022507900;180;206,8;30/06/2014;18/08/2014;2014;2;AC;02/04/2024 20:00
00000000022508553;450;522,8;30/06/2014;22/08/2014;2014;2;AC;02/04/2024 20:00
00000000022518617;225;259,2;30/06/2014;19/08/2014;2014;2;AC;02/04/2024 20:00
00000000022533864;2.250;2.666;30/06/2014;27/08/2014;2014;2;AC;02/04/2024 20:00
00000000022552141;2.250;2.666;30/06/2014;29/08/2014;2014;2;AC;02/04/2024 20:00
00000000022553185;225;261,4;30/06/2014;22/08/2014;2014;2;AC;02/04/2024 20:00
00000000022558705;900;1.045,6;30/06/2014;22/08/2014;2014;2;AC;02/04/2024 20:00
00000000022582810;225;264,4;30/06/2014;26/08/2014;2014;2;AC;02/04/2024 20:00
00000000022582812;225;264,4;30/06/2014;26/08/2014;2014;2;AC;02/04/2024 20:00
00000000022582815;225;264,4;30/06/2014;26/08/2014;2014;2;AC;02/04/2024 20:00
00000000022582816;225;264,4;30/06/2014;26/08/2014;2014;2;AC;02/04/2024 20:00
00000000022590667;225;271;30/06/2014;01/09/2014;2014;2;AC;02/04/2024 20:00
00000000022591619;50;58,9;30/06/2014;27/08/2014;2014;2;AC;02/04/2024 20:00
00000000022596938;180;212,7;30/06/2014;28/08/2014;2014;2;AC;02/04/2024 20:00
00000000022599045;225;271;30/06/2014;29/08/2014;2014;2;AC;02/04/2024 20:00
00000000022602617;450;548,8;30/06/2014;10/09/2014;2014;2;AC;02/04/2024 20:00
00000000022605976;360;426,6;30/06/2014;29/08/2014;2014;2;AC;02/04/2024 20:00
00000000022606180;225;271,7;30/06/2014;02/09/2014;2014;2;AC;02/04/2024 20:00
00000000022615171;225;274,4;30/06/2014;26/09/2014;2014;2;AC;02/04/2024 20:00
00000000022630665;225;273,2;30/06/2014;04/09/2014;2014;2;AC;02/04/2024 20:00
00000000022664905;180;219,5;30/06/2014;15/09/2014;2014;2;AC;02/04/2024 20:00
00000000022671591;450;548,8;30/06/2014;22/09/2014;2014;2;AC;02/04/2024 20:00
00000000022673841;50;61;30/06/2014;17/09/2014;2014;2;AC;02/04/2024 20:00
00000000022675348;180;219,5;30/06/2014;22/09/2014;2014;2;AC;02/04/2024 20:00
00000000022676038;225;274,4;30/06/2014;29/09/2014;2014;2;AC;02/04/2024 20:00
00000000022676073;225;274,4;30/06/2014;29/09/2014;2014;2;AC;02/04/2024 20:00
00000000022689150;225;274,4;30/06/2014;30/09/2014;2014;2;AC;02/04/2024 20:00
00000000022689170;225;274,4;30/06/2014;30/09/2014;2014;2;AC;02/04/2024 20:00
00000000022689182;225;274,4;30/06/2014;30/09/2014;2014;2;AC;02/04/2024 20:00
00000000022689519;180;219,5;30/06/2014;26/09/2014;2014;2;AC;02/04/2024 20:00
00000000022693090;225;274,4;30/06/2014;23/09/2014;2014;2;AC;02/04/2024 20:00
00000000022698367;180;219,5;30/06/2014;24/09/2014;2014;2;AC;02/04/2024 20:00
00000000022702098;360;442,1;30/06/2014;25/09/2014;2014;2;AC;02/04/2024 20:00
00000000022705856;50;61;30/06/2014;25/09/2014;2014;2;AC;02/04/2024 20:00
00000000022707879;225;274,4;30/06/2014;26/09/2014;2014;2;AC;02/04/2024 20:00
00000000022708677;225;274,4;30/06/2014;29/09/2014;2014;2;AC;02/04/2024 20:00
00000000022710134;50;61;30/06/2014;30/09/2014;2014;2;AC;02/04/2024 20:00
00000000022710862;360;439;30/06/2014;30/09/2014;2014;2;AC;02/04/2024 20:00
00000000022721047;225;274,4;30/06/2014;30/09/2014;2014;2;AC;02/04/2024 20:00
00000000022732973;225;276,4;30/06/2014;09/10/2014;2014;2;AC;02/04/2024 20:00
00000000022732994;225;276,4;30/06/2014;09/10/2014;2014;2;AC;02/04/2024 20:00
00000000022744887;450;552,7;30/06/2014;31/10/2014;2014;2;AC;02/04/2024 20:00
00000000022748573;360;442,1;30/06/2014;07/10/2014;2014;2;AC;02/04/2024 20:00
00000000022756182;50;61,4;30/06/2014;09/10/2014;2014;2;AC;02/04/2024 20:00
00000000022775258;225;214,9;30/06/2014;14/10/2014;2014;2;AC;02/04/2024 20:00
00000000022777483;180;221,1;30/06/2014;20/10/2014;2014;2;AC;02/04/2024 20:00
00000000022786545;50;61,4;30/06/2014;31/10/2014;2014;2;AC;02/04/2024 20:00
00000000022800224;50;61,4;30/06/2014;23/10/2014;2014;2;AC;02/04/2024 20:00
00000000022806939;112,5;138,2;30/06/2014;28/10/2014;2014;2;AC;02/04/2024 20:00
00000000022809875;225;276,4;30/06/2014;31/10/2014;2014;2;AC;02/04/2024 20:00
00000000022815077;50;61,4;30/06/2014;30/10/2014;2014;2;AC;02/04/2024 20:00
00000000022815213;50;61,9;30/06/2014;03/11/2014;2014;2;AC;02/04/2024 20:00
00000000022838006;900;1.113,6;30/06/2014;06/11/2014;2014;2;AC;02/04/2024 20:00
00000000022874991;225;278,4;30/06/2014;28/11/2014;2014;2;AC;02/04/2024 20:00
00000000022891428;180;222,7;30/06/2014;25/11/2014;2014;2;AC;02/04/2024 20:00
00000000022895408;450;556,8;30/06/2014;27/11/2014;2014;2;AC;02/04/2024 20:00
00000000022931717;225;280,4;30/06/2014;01/12/2014;2014;2;AC;02/04/2024 20:00
00000000023005407;180;224,2;30/06/2014;23/12/2014;2014;2;AC;02/04/2024 20:00
00000000023005419;50;62,3;30/06/2014;30/12/2014;2014;2;AC;02/04/2024 20:00
00000000023088858;50;62,8;30/06/2014;13/01/2015;2014;2;AC;02/04/2024 20:00
00000000023125518;50;62,8;30/06/2014;21/01/2015;2014;2;AC;02/04/2024 20:00
00000000023152763;50;62,8;30/06/2014;28/01/2015;2014;2;AC;02/04/2024 20:00
00000000023179640;225;284,6;30/06/2014;20/02/2015;2014;2;AC;02/04/2024 20:00
00000000023251389;450;569,2;30/06/2014;02/03/2015;2014;2;AC;02/04/2024 20:00
00000000023269068;225;286,8;30/06/2014;02/03/2015;2014;2;AC;02/04/2024 20:00
00000000023345274;225;286,8;30/06/2014;23/03/2015;2014;2;AC;02/04/2024 20:00
00000000023366375;50;63,7;30/06/2014;20/03/2015;2014;2;AC;02/04/2024 20:00
00000000023377273;180;229,4;30/06/2014;23/03/2015;2014;2;AC;02/04/2024 20:00
00000000023386989;225;286,8;30/06/2014;30/03/2015;2014;2;AC;02/04/2024 20:00
00000000023433857;180;229,4;30/06/2014;30/03/2015;2014;2;AC;02/04/2024 20:00
00000000023492638;225;288,6;30/06/2014;09/04/2015;2014;2;AC;02/04/2024 20:00
00000000023507739;450;577,2;30/06/2014;30/04/2015;2014;2;AC;02/04/2024 20:00
00000000023507794;225;288,6;30/06/2014;30/04/2015;2014;2;AC;02/04/2024 20:00
00000000023533828;225;288,6;30/06/2014;20/04/2015;2014;2;AC;02/04/2024 20:00
00000000023541277;180;230,9;30/06/2014;23/04/2015;2014;2;AC;02/04/2024 20:00
00000000023656908;450;586,2;30/06/2014;22/06/2015;2014;2;AC;02/04/2024 20:00
00000000023729039;180;234,5;30/06/2014;25/06/2015;2014;2;AC;02/04/2024 20:00
00000000023732060;450;586,2;30/06/2014;19/06/2015;2014;2;AC;02/04/2024 20:00
00000000023740443;180;234,5;30/06/2014;22/06/2015;2014;2;AC;02/04/2024 20:00
00000000023780669;180;236,2;30/06/2014;30/07/2015;2014;2;AC;02/04/2024 20:00
00000000023831260;360;472,5;30/06/2014;15/07/2015;2014;2;AC;02/04/2024 20:00
00000000023869813;50;65,6;30/06/2014;29/07/2015;2014;2;AC;02/04/2024 20:00
00000000023872118;225;295,3;30/06/2014;31/07/2015;2014;2;AC;02/04/2024 20:00
00000000023929600;50;66,2;30/06/2014;31/08/2015;2014;2;AC;02/04/2024 20:00
00000000023929611;50;66,2;30/06/2014;12/08/2015;2014;2;AC;02/04/2024 20:00
00000000023956509;225;297,7;30/06/2014;31/08/2015;2014;2;AC;02/04/2024 20:00
00000000024013904;450;600,8;30/06/2014;02/09/2015;2014;2;AC;02/04/2024 20:00
00000000024074223;50;66,8;30/06/2014;30/09/2015;2014;2;AC;02/04/2024 20:00
00000000024101945;50;66,8;30/06/2014;24/09/2015;2014;2;AC;02/04/2024 20:00
00000000024102267;225;300,4;30/06/2014;30/09/2015;2014;2;AC;02/04/2024 20:00
00000000024229541;225;303,2;30/06/2014;30/10/2015;2014;2;AC;02/04/2024 20:00
00000000024232113;225;303,2;30/06/2014;30/10/2015;2014;2;AC;02/04/2024 20:00
00000000024342107;2.250;3.081,6;30/06/2014;24/11/2015;2014;2;AC;02/04/2024 20:00
00000000024622255;50;69;30/06/2014;28/01/2016;2014;2;AC;02/04/2024 20:00
00000000024710597;50;69,6;30/06/2014;12/02/2016;2014;2;AC;02/04/2024 20:00
00000000024749305;50;69,6;30/06/2014;29/02/2016;2014;2;AC;02/04/2024 20:00
00000000025103533;50;70,7;30/06/2014;19/04/2016;2014;2;AC;02/04/2024 20:00
00000000025292088;225;322,8;30/06/2014;17/06/2016;2014;2;AC;02/04/2024 20:00
00000000025506668;180;163,9;30/06/2014;19/08/2016;2014;2;AC;02/04/2024 20:00
00000000025518901;180;262,3;30/06/2014;25/08/2016;2014;2;AC;02/04/2024 20:00
00000000025767894;450;671;30/06/2014;09/11/2016;2014;2;AC;02/04/2024 20:00
30216400000997525;180;291,7;30/06/2014;01/03/2018;2014;2;AC;02/04/2024 20:00
30216400004130607;180;312,8;30/06/2014;30/03/2020;2014;2;AC;02/04/2024 20:00
30216400007594573;180;343,5;30/06/2014;14/12/2022;2014;2;AC;02/04/2024 20:00
30754040000125918;360;810,9;30/06/2014;21/09/2022;2014;2;AC;02/04/2024 20:00
00000000021661463;450;450;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021674944;180;180;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021695839;50;50;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021700018;225;225;30/09/2014;06/10/2014;2014;3;AC;02/04/2024 20:00
00000000021706068;180;180;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021711373;225;225;30/09/2014;06/10/2014;2014;3;AC;02/04/2024 20:00
00000000021720026;50;50;30/09/2014;08/10/2014;2014;3;AC;02/04/2024 20:00
00000000021733907;180;180;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021734108;180;180;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021776195;225;225;30/09/2014;04/08/2014;2014;3;AC;02/04/2024 20:00
00000000021776240;225;225;30/09/2014;04/08/2014;2014;3;AC;02/04/2024 20:00
00000000021776319;225;225;30/09/2014;04/08/2014;2014;3;AC;02/04/2024 20:00
00000000021786579;180;180;30/09/2014;14/02/2014;2014;3;AC;02/04/2024 20:00
00000000021794264;225;225;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021814651;225;225;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021814762;180;180;30/09/2014;30/09/2014;2014;3;AC;02/04/2024 20:00
00000000021822222;225;225;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021826554;450;450;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021826574;450;450;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021838604;450;450;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021843832;180;180;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021857368;360;360;30/09/2014;26/09/2014;2014;3;AC;02/04/2024 20:00
00000000021858789;180;180;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021880383;225;225;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021885805;225;225;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021906572;225;225;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021916683;180;180;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
00000000021920206;180;180;30/09/2014;07/04/2014;2014;3;AC;02/04/2024 20:00
00000000021920209;180;180;30/09/2014;29/09/2014;2014;3;AC;02/04/2024 20:00
00000000021920437;180;180;30/09/2014;07/04/2014;2014;3;AC;02/04/2024 20:00
00000000021922614;450;450;30/09/2014;07/10/2014;2014;3;AC;02/04/2024 20:00
