Municipio,Setor,Numero de empresas,Mediana_Ecoeficiencia
TEIXEIRA DE FREITAS,Manufacturing,21,24648.765266666665
TERRA NOVA,Manufacturing,3,2132.667770992366
TERRA NOVA,Mining,16,7804.2887553138935
TERRA NOVA,OtherServices,4,22983727.5
URANDI,Manufacturing,5,1324226.3832777438
URUCUCA,Manufacturing,8,80120.343
VALENCA,Manufacturing,15,43103.236533870964
VALENTE,Manufacturing,4,46289.52055555556
VALENTE,OtherServices,4,299401.82399999996
VERA CRUZ,Manufacturing,6,1687.5429090695955
VERA CRUZ,Mining,3,124368.13855
VITORIA DA CONQUISTA,Manufacturing,95,7192.553679442509
VITORIA DA CONQUISTA,Utilities,5,10636.159211637298
VITORIA DA CONQUISTA,Mining,17,49266.16077407407
XIQUE-XIQUE,Manufacturing,49,67956.92452830188
ACARAPE,Manufacturing,17,27025.17501653439
ACARAPE,Business,6,1586331.125
ACARAPE,Mining,27,20688.250588235296
ACARAU,Manufacturing,6,6606.523688572791
ACOPIARA,Manufacturing,17,7195.113442857143
ALTO SANTO,Manufacturing,25,2751.2907979407983
AMONTADA,Manufacturing,13,5760.701166666667
ANTONINA DO NORTE,Manufacturing,18,13951.375
AQUIRAZ,Manufacturing,65,8794.341610738255
AQUIRAZ,Mining,8,6611.505164596273
ARACATI,Manufacturing,59,21935.98721663443
ARACATI,Trade,4,25515.685833333337
ARACOIABA,Mining,4,339696.68653205124
ASSARE,Manufacturing,8,819921.85
BANABUIU,Manufacturing,7,10432.007383158041
BANABUIU,Mining,3,104623.42041040922
BARBALHA,Manufacturing,41,21825.27217057692
BARBALHA,Trade,16,78542.84535714285
BARREIRA,Manufacturing,5,183396.10392857142
BARRO,Manufacturing,9,52695.76318181818
BEBERIBE,Manufacturing,25,5399.797602564102
BEBERIBE,Trade,6,71751.68666666668
BEBERIBE,Agriculture,5,115459.22
BELA CRUZ,Manufacturing,7,255040.27928909953
BREJO SANTO,Manufacturing,49,7665.507058823529
BREJO SANTO,Trade,5,529.8464074074074
CANINDE,Manufacturing,31,3703.944477172312
CASCAVEL,Manufacturing,67,8180.707826100061
CASCAVEL,Utilities,16,2517.970638999397
CASCAVEL,Trade,3,37521.1545
CASCAVEL,Transport,4,113424.4358857143
CATARINA,Agriculture,3,627.9370014054813
CAUCAIA,Manufacturing,90,11303.715232485352
CAUCAIA,Utilities,54,29386.83936625
CAUCAIA,Construction,12,186060.5818965517
CAUCAIA,Mining,4,6292.643066521993
CHOROZINHO,Manufacturing,17,243578.4122
CRATEUS,Manufacturing,12,22798.456863747375
CRATEUS,Trade,42,5795.6970668604645
CRATO,Manufacturing,62,115574.52730337078
CRATO,Utilities,4,6192.707400169924
CRATO,Trade,4,49286.780952380956
EUSEBIO,Manufacturing,150,9555.46705882353
EUSEBIO,Construction,21,19918.912747123286
EUSEBIO,OtherServices,18,12047.754734848484
FARIAS BRITO,Manufacturing,6,61781.749
FORQUILHA,Transport,3,3984.8759000000005
FORTALEZA,Manufacturing,309,18243.58
FORTALEZA,Utilities,37,27926.881539873702
FORTALEZA,Construction,15,18481.112368000002
FORTALEZA,Trade,9,1333.603769362745
FORTALEZA,OtherServices,17,1287.9051896710728
FRECHEIRINHA,Manufacturing,16,2499.4891243833686
GRANJA,Mining,4,615552.3755000001
GROAIRAS,Manufacturing,10,11319.450232435125
GUAIUBA,Manufacturing,8,119786.69854813663
HIDROLANDIA,Manufacturing,8,44396.527272727275
HORIZONTE,Manufacturing,31,32704.822045454544
HORIZONTE,OtherServices,9,1261.6382259644192
IBARETAMA,Manufacturing,17,78312.3596
IBIAPINA,Manufacturing,4,4612132.511166668
ICAPUI,Manufacturing,24,50602.807241379305
ICO,Manufacturing,4,28639.51893851508
IGUATU,Manufacturing,58,60259.65
IGUATU,Business,4,29848.9427905569
IGUATU,Mining,4,293531.37722644163
IPAUMIRIM,Manufacturing,12,91065.21445334928
IRACEMA,Manufacturing,3,13737137.653549999
ITAICABA,Manufacturing,16,4934.5728809130915
ITAITINGA,Manufacturing,24,25471.77002
ITAITINGA,Trade,3,7862.061016949152
ITAITINGA,Mining,7,19057.588799999998
ITAPAJE,Manufacturing,27,110231.90958333334
ITAPIPOCA,Manufacturing,32,32450.80967378924
ITAPIPOCA,Trade,3,575763.2988732394
ITAPIUNA,Manufacturing,24,178109.645
ITAREMA,Manufacturing,18,50595.57000182752
ITAREMA,Mining,31,178552.33166496424
JAGUARETAMA,Manufacturing,13,233849.80336164188
JAGUARIBE,Manufacturing,16,6372.288393234672
JAGUARIBE,Trade,20,8829.590026596605
JAGUARIBE,Agriculture,8,138775.10336294933
JAGUARUANA,Manufacturing,12,596651.0348162162
JAGUARUANA,Mining,6,17686.18738379205
JARDIM,Manufacturing,6,429.8239879460556
JUAZEIRO DO NORTE,Manufacturing,117,40056.13522624434
JUAZEIRO DO NORTE,Utilities,5,7851.534799999999
JUAZEIRO DO NORTE,Trade,3,724438.1858333334
JUAZEIRO DO NORTE,Transport,23,10648.306666666667
JUCAS,Manufacturing,10,3123.210814434524
JUCAS,Mining,4,2863.9596
LIMOEIRO DO NORTE,Manufacturing,97,22802.8475
LIMOEIRO DO NORTE,Business,4,4451011.083333333
MARACANAU,Manufacturing,414,20868.17959047619
MARACANAU,Utilities,9,378.67538896746817
MARACANAU,Trade,14,1287.82
MARACANAU,OtherServices,18,14320.291813690934
MARANGUAPE,Manufacturing,35,45338.73875
MARCO,Manufacturing,3,89938.03390000001
MASSAPE,Mining,8,12550.003374193548
MAURITI,Manufacturing,8,10462791.559193121
MILHA,Manufacturing,8,50004.52217348545
MISSAO VELHA,Mining,4,93985.7401411309
MORADA NOVA,Manufacturing,44,16591.44927536232
MORADA NOVA,Trade,4,7552.132658163266
MORADA NOVA,Agriculture,3,1561341.73
NOVA OLINDA,Manufacturing,22,82452.67
NOVA RUSSAS,Manufacturing,16,123234.66666666667
PACAJUS,Manufacturing,57,20766.321803846156
PACATUBA,Manufacturing,78,23503.9263
PACATUBA,Business,4,59930.169565217395
PACATUBA,Mining,32,98700.19235406522
PACOTI,Manufacturing,16,5304.355130912533
PALHANO,Manufacturing,5,921345.125
PARAIPABA,Manufacturing,25,3617.15166
PARAMBU,Manufacturing,12,36779.460052011906
PENTECOSTE,Manufacturing,6,23486.908166666668
PINDORETAMA,Manufacturing,9,57286.19457377049
QUITERIANOPOLIS,Manufacturing,28,18587.86250418936
QUIXADA,Manufacturing,38,3571.530826337376
QUIXADA,Trade,3,1816.2578380143698
QUIXERAMOBIM,Manufacturing,52,27949.97257411519
QUIXERAMOBIM,Mining,3,115390.42477777778
QUIXERE,Manufacturing,46,38925.91915531336
QUIXERE,Trade,15,635.0055600000001
QUIXERE,Mining,3,1548354.378076923
RUSSAS,Manufacturing,337,18530.415739130436
RUSSAS,Business,8,1339.2668305462835
RUSSAS,Trade,22,15265.671065088758
RUSSAS,Mining,20,23724.9797739946
SANTA QUITERIA,Manufacturing,6,738.0664826540284
SANTANA DO ACARAU,Manufacturing,5,557207.2025106609
SAO GONCALO DO AMARANTE,Manufacturing,80,7211.615549694101
SAO GONCALO DO AMARANTE,Utilities,79,33788.0
SAO GONCALO DO AMARANTE,Construction,4,5836950.79
SAO GONCALO DO AMARANTE,Trade,5,1389.8443645161292
SAO LUIS DO CURU,Manufacturing,9,29980.45693137255
SOBRAL,Manufacturing,138,20728.62047146402
SOBRAL,Utilities,3,13624.502957746477
SOBRAL,Business,4,1020324.0920807284
SOBRAL,Construction,3,6972.05517361111
SOBRAL,Trade,28,4249.274465218986
SOBRAL,Mining,20,713017.2315714285
SOLONOPOLE,Manufacturing,39,25615.576863905328
SOLONOPOLE,Trade,5,14798.979599999999
TABULEIRO DO NORTE,Manufacturing,16,8208.625606725147
TARRAFAS,Manufacturing,10,109377.88197176903
TAUA,Manufacturing,5,182216.85714285713
TIANGUA,Manufacturing,20,33087.2794
TRAIRI,Manufacturing,8,96812.01164705883
UBAJARA,Manufacturing,19,3420.3275414206823
UBAJARA,Trade,6,12721.769325
URUOCA,Business,5,4015089.0
URUOCA,Mining,15,320968.4
VARZEA ALEGRE,Manufacturing,7,97941.62
VICOSA DO CEARA,Mining,12,31498.29061184211
BRASILIA,Manufacturing,225,19826.199463981044
BRASILIA,Utilities,19,30618.38253731343
BRASILIA,Business,14,15337.371000000001
BRASILIA,Construction,79,20449.580231260858
BRASILIA,Trade,29,8887.047530402246
BRASILIA,Mining,6,333784.07904296997
BRASILIA,Transport,4,14116031.420322582
AFONSO CLAUDIO,Manufacturing,14,38739.1945
AFONSO CLAUDIO,Mining,17,17872.880671703704
AGUA DOCE DO NORTE,Manufacturing,6,10331.921379049163
AGUA DOCE DO NORTE,Mining,5,10451.375
AGUIA BRANCA,Mining,7,55627.87505154639
ALEGRE,Manufacturing,4,511.4948290666667
ALEGRE,Mining,4,45849.54641936128
ALFREDO CHAVES,Manufacturing,13,3898.2482316877813
ALTO RIO NOVO,Manufacturing,3,230267.20940298506
ANCHIETA,Manufacturing,15,194022.04499999998
ANCHIETA,Utilities,32,10269.001070409133
ANCHIETA,Business,4,29051.622181278588
ANCHIETA,Mining,44,3901.1608436328843
ANCHIETA,OtherServices,4,604320.3451440767
ARACRUZ,Manufacturing,35,39944.42657254902
ARACRUZ,Utilities,7,31698.472857142857
ARACRUZ,Business,7,5251.633975903615
ARACRUZ,Agriculture,4,2084.594547009433
ARACRUZ,Mining,9,63440.4688873452
ARACRUZ,OtherServices,8,20788.00294583333
BAIXO GUANDU,Manufacturing,17,3972.54606147541
BAIXO GUANDU,Business,5,4428.3626373626375
BAIXO GUANDU,Mining,23,673.0487468538879
BARRA DE SAO FRANCISCO,Manufacturing,138,10838.935666666666
BARRA DE SAO FRANCISCO,Business,14,16239.672790466731
BARRA DE SAO FRANCISCO,Government,4,159112.16612612613
BARRA DE SAO FRANCISCO,Trade,5,18809.28385714286
BARRA DE SAO FRANCISCO,Mining,112,34089.690093370686
BOA ESPERANCA,Manufacturing,10,157001.0266
BOA ESPERANCA,Mining,7,413700.7659574468
BOM JESUS DO NORTE,Manufacturing,20,37182.20478246132
CACHOEIRO DE ITAPEMIRIM,Manufacturing,188,20124.11111111111
CACHOEIRO DE ITAPEMIRIM,Trade,12,5621.204344
CACHOEIRO DE ITAPEMIRIM,Mining,16,62813.444450171824
CACHOEIRO DE ITAPEMIRIM,Transport,8,206.6842026619789
CACHOEIRO DE ITAPEMIRIM,OtherServices,5,221.8589333333333
CARIACICA,Manufacturing,90,17006.978979591837
CARIACICA,Utilities,5,535409.48
CARIACICA,Trade,7,8821.566852409638
CASTELO,Manufacturing,29,22677.930010043874
CASTELO,Mining,15,9713.780071621622
COLATINA,Manufacturing,154,14199.9380825
COLATINA,Utilities,6,771031.1556172839
COLATINA,Business,5,10515.2
COLATINA,Construction,5,54216.25
COLATINA,Trade,8,3076.5518451504313
COLATINA,Mining,19,11019.86904347826
COLATINA,OtherServices,12,9415.035899999999
CONCEICAO DA BARRA,Manufacturing,14,309774.48522267205
CONCEICAO DO CASTELO,Manufacturing,7,89565.13284269937
CONCEICAO DO CASTELO,Mining,4,671310.765
DOMINGOS MARTINS,Manufacturing,32,11756.03183968254
DOMINGOS MARTINS,Mining,15,15973.382500000002
ECOPORANGA,Mining,8,52832.93086666667
FUNDAO,Manufacturing,43,23630.18264285714
FUNDAO,Transport,8,1584.8782850204711
GOVERNADOR LINDENBERG,Mining,3,3387426.804698217
GUACUI,Manufacturing,12,20368.3621625
GUACUI,Trade,5,199595.65668421055
GUARAPARI,Manufacturing,6,10214.605308254964
IBATIBA,Manufacturing,9,898.5084426229508
IBIRACU,Manufacturing,4,1598527.471696589
ICONHA,Manufacturing,12,398091.9531782946
ICONHA,Mining,6,54079.76205871483
ITAGUACU,Mining,14,6871.30817515432
ITAPEMIRIM,Manufacturing,38,16717.779173658426
ITAPEMIRIM,Utilities,6,98523.84333333332
ITAPEMIRIM,Mining,3,1344.3145182012847
ITARANA,Manufacturing,6,794.8700073431072
IUNA,Manufacturing,9,11507.6114
IUNA,Mining,6,81799.59022029307
JAGUARE,Manufacturing,12,4443.979956230944
JERONIMO MONTEIRO,Mining,5,216261.09344691742
JOAO NEIVA,Manufacturing,56,29133.240824999997
LINHARES,Manufacturing,133,26180.375399999997
LINHARES,Utilities,9,4330.577189243107
LINHARES,Business,5,370464.8
LINHARES,Mining,50,30322.3836
MANTENOPOLIS,Manufacturing,8,8325.991923076923
MARECHAL FLORIANO,Manufacturing,20,3092.3301345668633
MARILANDIA,Manufacturing,9,3580.2507124907615
MARILANDIA,OtherServices,8,932.3417
MONTANHA,Manufacturing,30,62509.29311883721
MUNIZ FREIRE,Mining,4,31030.49103461538
