Municipio,Setor,Numero de empresas,Mediana_Ecoeficiencia
IPIXUNA,Utilities,9,671287.3737373737
IRANDUBA,Manufacturing,45,1198746.5
IRANDUBA,Utilities,7,5831.02
IRANDUBA,Trade,3,9892000.0
ITACOATIARA,Manufacturing,36,1140741.2499999998
ITACOATIARA,Utilities,34,277768.47575
ITACOATIARA,Trade,8,144230.78578947368
ITACOATIARA,Agriculture,4,2060566.4140127387
ITACOATIARA,Transport,31,3320605.321428571
ITAMARATI,Utilities,9,6939569.142857143
ITAPIRANGA,Manufacturing,51,391126.3333333333
ITAPIRANGA,Utilities,9,785535.2941176471
JAPURA,Manufacturing,13,1828913.5714285711
JAPURA,Utilities,29,1581258.0
JURUA,Utilities,11,1397674.0587878786
JUTAI,Utilities,10,54196.925208333334
LABREA,Manufacturing,3,8501467.0
LABREA,Utilities,11,228083.6290322581
MANACAPURU,Manufacturing,24,2641889.783333333
MANACAPURU,Utilities,31,1413464.0
MANAQUIRI,Utilities,9,123426.09999999999
MANAUS,Manufacturing,2848,1657807.8
MANAUS,Utilities,497,1213433.7909513274
MANAUS,Business,38,1560000.0
MANAUS,Construction,82,1394278.2363636363
MANAUS,Trade,49,4584684.5
MANAUS,Agriculture,4,94464177.79999998
MANAUS,Government,9,23468885.265
MANAUS,Mining,11,910603.006
MANAUS,Transport,28,1539309.7892857143
MANICORE,Manufacturing,6,359179.2376571297
MANICORE,Utilities,9,486211.75
MARAA,Utilities,11,1698043.4210526315
MAUES,Manufacturing,3,1815341.9506666667
MAUES,Utilities,9,9698516.0
MAUES,Agriculture,12,2772563.1216510907
NHAMUNDA,Utilities,9,1951534.1538461538
NOVA OLINDA DO NORTE,Utilities,11,2737139.6
NOVO AIRAO,Utilities,9,668907.6000000001
NOVO ARIPUANA,Utilities,9,4418296.333333334
PARINTINS,Utilities,20,141471.1358230769
PARINTINS,Trade,4,24504988.140243903
PAUINI,Utilities,10,227456.975
PRESIDENTE FIGUEIREDO,Manufacturing,12,672639.6420454545
PRESIDENTE FIGUEIREDO,Agriculture,35,1564879.13
PRESIDENTE FIGUEIREDO,Mining,45,280816.63767517795
RIO PRETO DA EVA,Manufacturing,6,91978.13333333333
RIO PRETO DA EVA,Utilities,10,950600.5
SANTA ISABEL DO RIO NEGRO,Utilities,9,352682.22222222225
SANTO ANTONIO DO ICA,Utilities,21,2317870.775
SAO GABRIEL DA CACHOEIRA,Utilities,30,553341.3714285714
SAO PAULO DE OLIVENCA,Utilities,10,3862024.045736434
SAO SEBASTIAO DO UATUMA,Utilities,9,10050504.0
SILVES,Utilities,9,279199.41712500004
TABATINGA,Manufacturing,15,4844300.0
TABATINGA,Utilities,19,997891.7
TAPAUA,Utilities,9,641642.8888888889
TEFE,Utilities,19,966835.4847826086
TONANTINS,Utilities,10,830219.2261904762
UARINI,Utilities,8,518909.49394067796
URUCARA,Utilities,9,1284773.6666666667
URUCARA,Mining,13,620428.92
URUCURITUBA,Utilities,15,700764.1846270736
ALAGOINHAS,Manufacturing,70,2394124.585785714
ALAGOINHAS,Business,3,1703201.5957446808
ALAGOINHAS,Construction,11,4287585.75
ALAGOINHAS,Mining,15,502954.052631579
ALAGOINHAS,Transport,21,651200.0
ALCOBACA,Trade,3,821178.3783783783
AMARGOSA,Manufacturing,9,2771783.6114678895
AMELIA RODRIGUES,Manufacturing,62,840815.0955555555
AMELIA RODRIGUES,Agriculture,12,13538.476436835279
ANAGE,Mining,6,1026636.77
ANDORINHA,Mining,12,933418.6082291667
AURELINO LEAL,Manufacturing,7,527108.226010101
BARRA,Manufacturing,3,313227.0
BARRA,Construction,3,92456358.81609195
BARRA DO CHOCA,Utilities,3,564433.3333333334
BARREIRAS,Manufacturing,119,958620.2730769231
BARREIRAS,Mining,6,346123.01024008356
BARROCAS,Mining,35,1950564.7972972973
BELMONTE,Mining,5,83309.86333333333
BELO CAMPO,Manufacturing,3,130433.6652892562
BOM JESUS DA LAPA,Manufacturing,30,5646230.0
BOQUIRA,Mining,8,77130645.53571428
BRUMADO,Manufacturing,27,1236794.8301000767
BRUMADO,Construction,7,1096869.961
BRUMADO,Trade,8,12395043.833333334
BRUMADO,Mining,43,2224401.0
CAATIBA,Manufacturing,6,26792.321111111112
CACHOEIRA,Manufacturing,36,773626.9718045112
CACULE,Manufacturing,23,4735798.362318841
CACULE,Mining,4,13084.265238095239
CAETANOS,Mining,5,1444960.5999999999
CAETITE,Manufacturing,79,1299703.1392857144
CAETITE,Mining,10,4449121.993589744
CAMACARI,Manufacturing,1225,1222949.174117647
CAMACARI,Utilities,88,945383.2719565218
CAMACARI,Business,7,38372832.333333336
CAMACARI,Construction,12,31861.47619047619
CAMACARI,Trade,9,117420.75403225806
CAMACARI,OtherServices,25,3997244.4135714285
CAMACARI,Transport,4,4546483.833333334
CAMPO ALEGRE DE LOURDES,Mining,10,26455887.875
CAMPO FORMOSO,Manufacturing,9,90701.41142857143
CAMPO FORMOSO,Mining,15,66221.368
CANARANA,Mining,3,4620262.52
CANAVIEIRAS,Agriculture,5,13265940.26
CANDEIAS,Manufacturing,159,1457212.357142857
CANDEIAS,Utilities,29,1856110.26
CANDEIAS,Construction,9,550815.5
CANDEIAS,Financial,65,90668.71754867258
CANDEIAS,Trade,17,1133231.0909090908
CANDEIAS,Mining,3,4775226.0
CANDIBA,Manufacturing,10,4470961.128440367
CAPELA DO ALTO ALEGRE,Manufacturing,5,459644.37142857147
CARINHANHA,Manufacturing,14,1776906.6566666665
CASA NOVA,Manufacturing,8,372362.5
CASTRO ALVES,Manufacturing,8,3965025.123333333
CATU,Business,5,423363.1641666666
CATU,Mining,55,2132183.5345481928
CATURAMA,Manufacturing,7,836081.0360000001
CONCEICAO DA FEIRA,Manufacturing,3,5956018.367346939
CONCEICAO DO ALMEIDA,Manufacturing,12,5736344.439428572
CONCEICAO DO JACUIPE,Mining,17,356085.1210526316
CONDE,Manufacturing,5,1161383.6523809524
CONDE,Utilities,9,3749935.0
CORRENTINA,Manufacturing,3,1672074.3333333335
CORRENTINA,Agriculture,5,1205410.8
CURACA,Mining,7,6669181.546666667
DIAS D'AVILA,Manufacturing,130,497878.75599999994
DIAS D'AVILA,Trade,4,468479.2425183512
DIAS D'AVILA,Transport,4,3158807.3846153845
ENCRUZILHADA,Mining,6,6647128.488129496
ESPLANADA,Manufacturing,10,210150.09666666668
EUNAPOLIS,Manufacturing,61,508818.27777777775
EUNAPOLIS,Trade,11,1574053.4770833335
FEIRA DE SANTANA,Manufacturing,400,1404456.0476190478
FEIRA DE SANTANA,Utilities,24,1948452.7291666667
FEIRA DE SANTANA,Business,11,923779.5898673101
FEIRA DE SANTANA,Construction,10,1723922.7612826603
FEIRA DE SANTANA,Trade,25,126234.68970588235
FEIRA DE SANTANA,Mining,19,322034.3894396552
FIRMINO ALVES,Manufacturing,12,228162151.13338462
FORMOSA DO RIO PRETO,Manufacturing,3,7638.880533333334
GENTIO DO OURO,Manufacturing,5,9269917.851063829
GENTIO DO OURO,Construction,5,11818333.333333334
GLORIA,Agriculture,5,387676.38749999995
GUANAMBI,Manufacturing,99,1502919.742105263
GUANAMBI,Utilities,4,24098306.46969697
IBIASSUCE,Manufacturing,61,605748.0480930232
IBICOARA,Manufacturing,10,1290470.6153846153
IBICOARA,Trade,4,1881337.64
IBICOARA,Mining,10,19544527.25
IBICUI,Manufacturing,12,13829762.666666666
IBIRAPUA,Manufacturing,15,298110.4198113207
IBITIARA,Mining,5,755522.3174603174
IBOTIRAMA,Manufacturing,15,39208.27789473684
IBOTIRAMA,Trade,4,4180803.1768802092
IBOTIRAMA,Mining,4,9060914.610714285
IGAPORA,Manufacturing,22,2066361.1818181819
IGRAPIUNA,Manufacturing,29,280623.0
IGRAPIUNA,Agriculture,18,840249.9084967321
IGUAI,Manufacturing,6,1480683.2179999999
ILHEUS,Manufacturing,145,2575498.0889999997
ILHEUS,Utilities,9,124909.64
ILHEUS,Trade,5,123967.7675
ILHEUS,Mining,7,24068751.769230768
IPIAU,Mining,6,7927120.476666667
IPIRA,Manufacturing,6,912379.9705882352
IRAQUARA,Manufacturing,15,193032.3541666667
IRECE,Mining,11,1825675.12
ITABELA,Manufacturing,3,83990.20301455302
ITABERABA,Manufacturing,16,9671531.0
ITABUNA,Manufacturing,97,2565188.6796116503
ITABUNA,Business,4,20335.17783333333
ITABUNA,Mining,6,24136.38512987013
ITAGIBA,Mining,13,5519511.111111111
ITAGUACU DA BAHIA,Mining,4,137740.41607574536
ITAJUIPE,Manufacturing,16,30129445.299999997
ITAMBE,Manufacturing,19,1536851.3666666667
ITANHEM,Business,3,24267.5
ITANHEM,Mining,9,13706376.216216218
ITAPE,Manufacturing,9,6140446.0825892845
ITAPETINGA,Manufacturing,128,987433.6046296296
ITARANTIM,Manufacturing,18,18235499.388
ITORORO,Manufacturing,34,2448562.97
ITUACU,Manufacturing,5,746839.17
JABORANDI,Manufacturing,5,71568122.37362637
JABORANDI,Utilities,3,2723499.6881188117
JABORANDI,Agriculture,10,3030404.6619047625
JACARACI,Manufacturing,3,642177.3461538461
JACOBINA,Manufacturing,8,13846048.5
JACOBINA,Trade,4,590982.45
JACOBINA,Mining,19,11773732.075
JAGUAQUARA,Manufacturing,14,94617.92554322034
JAGUARARI,Mining,5,13021263.285714285
JAGUARIPE,Mining,3,18432934.34482759
JANDAIRA,Agriculture,14,100590331.28947368
JEQUIE,Manufacturing,99,734050.9484760523
JEQUIE,Construction,5,380992015.0
JEQUIE,Trade,11,1508050.0733333332
JUAZEIRO,Manufacturing,56,2004125.5916666668
JUAZEIRO,Utilities,11,53893.879
JUAZEIRO,Mining,9,20519651.0
LAGOA REAL,Manufacturing,7,9088316.908
LAJE,Manufacturing,8,2280073.5806451617
LAJEDAO,Agriculture,6,13345320.302752294
LAPAO,Manufacturing,5,5418441.87
LAURO DE FREITAS,Manufacturing,107,1679605.3712499999
LAURO DE FREITAS,Utilities,7,684702.0
LAURO DE FREITAS,Business,12,4781995.52238806
LAURO DE FREITAS,Construction,12,2951522.797744466
LAURO DE FREITAS,Trade,5,312615.328
LAURO DE FREITAS,Mining,12,71569.08634804304
LICINIO DE ALMEIDA,Mining,6,1336302.6666666667
LIVRAMENTO DE NOSSA SENHORA,Manufacturing,44,1822905.7388235293
LIVRAMENTO DE NOSSA SENHORA,Mining,4,34562227.69133334
LUIS EDUARDO MAGALHAES,Manufacturing,59,688353.4696428571
LUIS EDUARDO MAGALHAES,Trade,4,31448376.6
MACARANI,Manufacturing,13,26556108.66
MACARANI,Mining,4,1210556.8631493505
MADRE DE DEUS,Manufacturing,28,659253.2191999999
MAIQUINIQUE,Manufacturing,8,57159428.76
MALHADA DE PEDRAS,Manufacturing,12,16496.37439742903
MARACAS,Mining,3,1838693.6
MARAGOGIPE,Construction,12,443532.947368421
MARAU,Manufacturing,168,1501582.65
MARAU,Utilities,13,5817455.032
MARCIONILIO SOUZA,Manufacturing,3,43283507.0
MATA DE SAO JOAO,Mining,3,198558318.0
MEDEIROS NETO,Manufacturing,7,97939.81538461537
MIGUEL CALMON,Manufacturing,7,5682781.030927835
MIRANGABA,Mining,16,2288104.338896021
MORRO DO CHAPEU,Mining,15,258971.214
MORTUGABA,Manufacturing,14,344924.29147619044
MUCUGE,Mining,15,13406474.266666666
MUCURI,Manufacturing,32,1760361.3214285714
MUQUEM DE SAO FRANCISCO,Manufacturing,6,1703864.4166666665
MURITIBA,Mining,8,402933.0333333333
NAZARE,Manufacturing,25,1275382.6075
NAZARE,Mining,5,1264534.4
NOVA SOURE,Manufacturing,5,168625139.2
NOVA VICOSA,Manufacturing,23,170698.8111764706
OLIVEIRA DOS BREJINHOS,Manufacturing,25,2207146.375
OUROLANDIA,Manufacturing,33,3323292.37625
OUROLANDIA,Utilities,3,1279186.714901478
OUROLANDIA,Business,9,3607300.0
OUROLANDIA,Trade,4,4302637.24
OUROLANDIA,Mining,45,2361593.9781746035
PALMAS DE MONTE ALTO,Manufacturing,15,463310.60325000004
PALMEIRAS,Manufacturing,12,152264.79833333334
PALMEIRAS,Mining,10,4135306.38
PARAMIRIM,Manufacturing,19,80559.0846153846
PARAMIRIM,Business,7,3285806.666666667
PARAMIRIM,Mining,34,1966154.2525333334
PARATINGA,Manufacturing,4,15405550.157407407
PAU BRASIL,Manufacturing,19,620047.5675675676
PAULO AFONSO,Manufacturing,28,628255.5
PIATA,Mining,6,240150.07931956116
PINDAI,Manufacturing,17,871022.3924731183
PINDOBACU,Mining,5,168877.41666666666
PLANALTO,Manufacturing,3,1197548.3
PLANALTO,Utilities,3,508711.14
PLANALTO,Mining,6,3223361.5999999996
POJUCA,Manufacturing,30,5585514.653846154
POJUCA,Business,4,4617902.576489532
POJUCA,Mining,34,3115027.4545454546
PORTO SEGURO,Manufacturing,4,10690348.196574999
PORTO SEGURO,Trade,5,1829519.7083333333
POTIRAGUA,Manufacturing,6,47546.4383
POTIRAGUA,Trade,3,12880214.0
PRADO,Manufacturing,10,1788036.2190476188
PRADO,Trade,6,775561.8003560605
PRESIDENTE JANIO QUADROS,Manufacturing,4,4108605.7714285715
RIACHAO DAS NEVES,Manufacturing,10,493365.1595833333
RIACHAO DAS NEVES,Trade,12,3790360.706741573
RIACHAO DAS NEVES,Mining,7,155648227.66181818
RIACHAO DO JACUIPE,Manufacturing,25,2947321.0000000005
RIACHAO DO JACUIPE,Trade,5,3099814.2857142854
RIACHO DE SANTANA,Manufacturing,12,586264.5901098901
RIBEIRA DO POMBAL,Manufacturing,9,892341.9804437759
RUY BARBOSA,Manufacturing,6,58878916.277777776
SALINAS DA MARGARIDA,Agriculture,15,245242.15142857144
SALVADOR,Manufacturing,191,2249540.2396694217
SALVADOR,Utilities,42,1951417.8312101911
SALVADOR,Business,21,533265.3771491958
SALVADOR,Construction,77,591083.5029262583
SALVADOR,Trade,34,977088.6777777778
SALVADOR,Mining,20,6282000.346153846
SANTA CRUZ CABRALIA,Mining,4,421470.4525000001
SANTA MARIA DA VITORIA,Manufacturing,10,3718324.0964814816
SANTALUZ,Manufacturing,10,4083171.235735736
SANTALUZ,Mining,17,2433453.3421052634
SANTO AMARO,Manufacturing,20,345664.96969696967
SANTO AMARO,Trade,13,6367964.7727272725
SANTO ANTONIO DE JESUS,Manufacturing,45,1621624.7625
SANTO ANTONIO DE JESUS,Utilities,4,3823657.915
SANTO ESTEVAO,Manufacturing,15,96154.1060362173
SAO DESIDERIO,Manufacturing,16,3323290.4308333336
SAO FELIX DO CORIBE,Mining,3,15932803.222857144
SAO FRANCISCO DO CONDE,Manufacturing,25,1145220.3059394904
SAO FRANCISCO DO CONDE,Utilities,28,1323164.636
SAO FRANCISCO DO CONDE,Business,3,7232008.714285714
SAO FRANCISCO DO CONDE,Mining,3,3583.596966317198
SAO GONCALO DOS CAMPOS,Manufacturing,27,1312400.0
SAO SEBASTIAO DO PASSE,Manufacturing,7,647480.0
SAO SEBASTIAO DO PASSE,Utilities,5,175678.6104918033
SAO SEBASTIAO DO PASSE,Trade,12,399699.43888888886
SAO SEBASTIAO DO PASSE,Mining,5,291628294.3333334
SAPEACU,Manufacturing,6,41824.90132920412
SENHOR DO BONFIM,Manufacturing,5,12079794.43
SENHOR DO BONFIM,Business,5,1098360400.0
SENHOR DO BONFIM,Mining,4,29247395.389999997
SENTO SE,Mining,5,414108.0082352941
SERRA DO RAMALHO,Manufacturing,3,208318.9032
SERRA DOURADA,Manufacturing,5,84338137.1125
SERRINHA,Manufacturing,23,2165396.4114285717
SIMOES FILHO,Manufacturing,401,936328.5068242042
SIMOES FILHO,Utilities,15,287904.7619047619
SIMOES FILHO,Business,11,215526.25000000003
SIMOES FILHO,Construction,10,1389005.3333333335
SIMOES FILHO,Trade,3,29706888.333333336
SIMOES FILHO,Mining,33,3120290.8400000003
SITIO DO MATO,Manufacturing,16,409972.23749999993
TANHACU,Manufacturing,6,4657061.75
TANQUE NOVO,Mining,3,1898967.2134831462
TEIXEIRA DE FREITAS,Manufacturing,42,642897.3863636364
TEIXEIRA DE FREITAS,Construction,3,1395276.923076923
TEODORO SAMPAIO,Manufacturing,3,1787772.426966292
TEODORO SAMPAIO,Utilities,6,482502.74559692666
TERRA NOVA,Manufacturing,5,4349980.076923077
TERRA NOVA,Mining,4,48773735.0
UBAITABA,Mining,3,210240.0
URANDI,Manufacturing,5,6497481.596491228
URUCUCA,Manufacturing,19,426843.3333333334
VALENCA,Manufacturing,21,2044528.8823333336
VALENCA,Utilities,8,3627438.6509999996
VALENCA,Trade,9,6699387.43939394
VALENCA,Agriculture,29,46989.414018724696
VALENCA,Mining,30,1831397.1081081082
VALENCA,OtherServices,4,91802289.5
VALENTE,Manufacturing,4,730943.91
VALENTE,OtherServices,4,166336.58333333334
VERA CRUZ,Manufacturing,14,1449266.6025
VERA CRUZ,Mining,6,637631.4666867675
VITORIA DA CONQUISTA,Manufacturing,94,1020369.4523809524
VITORIA DA CONQUISTA,Construction,13,1849223.2073170734
VITORIA DA CONQUISTA,Trade,11,1805800.352112676
VITORIA DA CONQUISTA,Mining,42,1780113.6666666667
XIQUE-XIQUE,Manufacturing,25,8613569.1
ACARAPE,Manufacturing,15,914551.0913752912
ACARAPE,Mining,5,21402171.48076923
ACARAU,Manufacturing,50,1551219.173076923
ACARAU,Trade,3,480440.20689655177
ACARAU,Agriculture,80,1763803.974489796
AIUABA,Manufacturing,3,2463849.7600000002
ALTO SANTO,Manufacturing,5,1349516.3529411764
AMONTADA,Manufacturing,10,664394.2476253292
AMONTADA,Agriculture,15,884000.4318181818
ANTONINA DO NORTE,Manufacturing,3,29486100.0
APUIARES,Manufacturing,5,434369.89999999997
AQUIRAZ,Manufacturing,148,2193353.706730769
AQUIRAZ,Utilities,8,617023.7602516309
AQUIRAZ,Business,10,272279.86975609756
AQUIRAZ,Trade,10,347559.84159663867
AQUIRAZ,Agriculture,10,2238112.0
AQUIRAZ,Mining,4,243282.1452719943
AQUIRAZ,OtherServices,15,813126.53
ARACATI,Manufacturing,76,1757040.857142857
ARACATI,Utilities,4,2450864.289900663
ARACATI,Trade,8,3670092.1999999997
ARACATI,Agriculture,110,1380232.2380952383
ARACOIABA,Manufacturing,3,1503062.5
BANABUIU,Agriculture,4,5004070.614173228
BANABUIU,Mining,4,160743079.0014151
BARBALHA,Manufacturing,39,1357242.89575
BARBALHA,Construction,4,382869.89622641506
BARBALHA,Government,3,39085645.43939394
BARROQUINHA,Manufacturing,3,963998.2173913043
BARROQUINHA,Trade,4,62374.69566666667
BARROQUINHA,Agriculture,19,495397.30467836256
BATURITE,Manufacturing,9,220186.89234793984
BATURITE,Utilities,4,456943.60486486484
BEBERIBE,Manufacturing,22,1096153.0
BEBERIBE,Trade,17,461469.2789968652
BEBERIBE,Agriculture,20,1322044.339090909
BEBERIBE,OtherServices,3,11160482.7
BELA CRUZ,Manufacturing,8,3028305.2894759956
BOA VIAGEM,Manufacturing,5,559519.7461538462
BREJO SANTO,Manufacturing,10,1445037.7466666666
BREJO SANTO,Trade,4,1228310.4761904762
BREJO SANTO,Agriculture,3,49117472.36
CAMOCIM,Manufacturing,27,830431.8181818182
CAMOCIM,Agriculture,55,1418310.0
CANINDE,Manufacturing,8,296683.54
CASCAVEL,Manufacturing,75,1018365.5959595959
CASCAVEL,Utilities,34,2723168.45
CASCAVEL,Business,3,9173918.0
CASCAVEL,Trade,5,1899649.0
CASCAVEL,Agriculture,16,1097692.9590256796
CASCAVEL,Government,3,2058540.5217391304
CASCAVEL,Transport,16,2935803.666666667
CATARINA,Agriculture,4,297410.1240604027
CAUCAIA,Manufacturing,239,845293.9889624724
CAUCAIA,Utilities,59,494589.3069306931
CAUCAIA,Business,5,168731.0344827586
CAUCAIA,Construction,16,112431.14150943395
CAUCAIA,Trade,16,2969445.25
CAUCAIA,Mining,7,1328865.4
CAUCAIA,Transport,3,767188.088
CHAVAL,Trade,6,524964.6557142857
CHAVAL,Agriculture,5,2996440.875
CHOROZINHO,Manufacturing,7,1416800.0
CHOROZINHO,Mining,3,104137407.6
COREAU,Manufacturing,7,6698600.206666667
CRATEUS,Manufacturing,7,1077337.4574074075
CRATEUS,Trade,15,2044202.602
CRATO,Manufacturing,102,798574.3594736842
CRATO,Utilities,5,553387.2
CRATO,Construction,4,7644541.8549999995
CRATO,Trade,7,545450.7359090908
CRATO,Government,10,42409.37
EUSEBIO,Manufacturing,274,750879.02
EUSEBIO,Utilities,16,2140054.4857575754
EUSEBIO,Business,4,329411.46380313905
EUSEBIO,Construction,34,481954.39
EUSEBIO,Trade,18,2602357.073499142
EUSEBIO,OtherServices,20,7326271.413793104
EUSEBIO,Transport,4,12937233.044871794
FARIAS BRITO,Manufacturing,3,10620859.4375
FORQUILHA,Manufacturing,13,18986202.957142856
FORQUILHA,Utilities,10,8655764.731277533
FORQUILHA,Trade,3,5648979.75
FORQUILHA,Transport,3,1672036.5
FORTALEZA,Manufacturing,719,1334540.909090909
FORTALEZA,Utilities,132,1360175.9166666665
FORTALEZA,Business,13,2249512.9925
FORTALEZA,Construction,29,2798941.3
FORTALEZA,Trade,137,1581383.9460784313
FORTALEZA,Agriculture,31,481567.2901639344
FORTALEZA,OtherServices,55,1669058.7502314814
FORTALEZA,Transport,14,4118010.3999999994
FORTIM,Trade,4,1720267.1177777776
FORTIM,Agriculture,8,19103739.253968254
FORTIM,Mining,4,13467478.410649573
FRECHEIRINHA,Manufacturing,5,221403563.81
GRANJA,Manufacturing,5,1407318.6
GRANJA,Trade,4,245499.6328125
GRANJA,Agriculture,21,3348832.16
GRANJA,Mining,5,1601722.37
GUARACIABA DO NORTE,Manufacturing,19,3242399.14125
HORIZONTE,Manufacturing,139,1251491.3414634147
HORIZONTE,Agriculture,3,139987696.0
HORIZONTE,OtherServices,3,174661527.95000002
ICAPUI,Manufacturing,5,13650090.118706133
ICAPUI,Trade,7,103547.22232793522
ICAPUI,Mining,10,22582803.51
ICAPUI,OtherServices,4,192411.41397876822
ICO,Manufacturing,20,426256.9345454545
